patch_id,source_scene,split
nw-1511-09-000087,S1B_IW_GRDH_1SDV_20190529T154838_20190529T154903_016461_01EFC4_8B41.SAFE,train
nw-1515-09-000091,S1B_IW_GRDH_1SDV_20190530T035042_20190530T035107_016468_01EFFB_06B2.SAFE,train
nw-1517-09-000093,S1A_IW_GRDH_1SDV_20190531T034325_20190531T034350_027466_031954_4726.SAFE,train
nw-1518-09-000094,S1A_IW_GRDH_1SDV_20190531T034350_20190531T034415_027466_031954_419E.SAFE;S1A_IW_GRDH_1SDV_20190531T034325_20190531T034350_027466_031954_4726.SAFE,train
nw-1519-09-000095,S1A_IW_GRDH_1SDV_20190531T034350_20190531T034415_027466_031954_419E.SAFE,train
nw-1520-09-000096,S1A_IW_GRDH_1SDV_20190531T034325_20190531T034350_027466_031954_4726.SAFE,train
nw-1521-09-000097,S1A_IW_GRDH_1SDV_20190531T034350_20190531T034415_027466_031954_419E.SAFE;S1A_IW_GRDH_1SDV_20190531T034325_20190531T034350_027466_031954_4726.SAFE,train
nw-1522-09-000098,S1A_IW_GRDH_1SDV_20190604T154928_20190604T154953_027532_031B5A_1FA3.SAFE,train
nw-1523-09-000099,S1A_IW_GRDH_1SDV_20190604T154928_20190604T154953_027532_031B5A_1FA3.SAFE,train
nw-1525-09-000101,S1A_IW_GRDH_1SDV_20190610T035930_20190610T035955_027612_031DBE_CF47.SAFE,train
nw-1526-09-000102,S1B_IW_GRDH_1SDV_20190613T033436_20190613T033501_016672_01F603_835A.SAFE,train
nw-1527-09-000103,S1A_IW_GRDH_1SDV_20190614T160607_20190614T160632_027678_031FC6_8FCE.SAFE,train
nw-1528-09-000104,S1A_IW_GRDH_1SDV_20190614T160607_20190614T160632_027678_031FC6_8FCE.SAFE,train
nw-1529-09-000105,S1B_IW_GRDH_1SDV_20190616T035918_20190616T035943_016716_01F766_2E45.SAFE,train
nw-1530-09-000106,S1A_IW_GRDH_1SDV_20190617T035145_20190617T035210_027714_0320D5_4009.SAFE,train
nw-1531-09-000107,S1A_IW_GRDH_1SDV_20190624T034301_20190624T034326_027816_0323DB_4474.SAFE,train
nw-1532-09-000108,S1A_IW_GRDH_1SDV_20190704T040046_20190704T040111_027962_032842_2F14.SAFE,train
nw-1534-09-000110,S1B_IW_GRDH_1SDV_20190707T033413_20190707T033438_017022_02005E_80F1.SAFE,train
nw-1536-09-000112,S1A_IW_GRDH_1SDV_20190718T034328_20190718T034353_028166_032E76_4818.SAFE,train
nw-1538-09-000114,S1A_IW_GRDH_1SDV_20190722T154956_20190722T155021_028232_033073_31CC.SAFE,train
nw-1539-09-000115,S1A_IW_GRDH_1SDV_20190723T035147_20190723T035212_028239_0330A7_B840.SAFE;S1A_IW_GRDH_1SDV_20190723T035122_20190723T035147_028239_0330A7_4635.SAFE,train
nw-1540-09-000116,S1A_IW_GRDH_1SDV_20190723T035147_20190723T035212_028239_0330A7_B840.SAFE;S1A_IW_GRDH_1SDV_20190723T035122_20190723T035147_028239_0330A7_4635.SAFE,train
nw-1541-09-000117,S1B_IW_GRDH_1SDV_20190803T035856_20190803T035921_017416_020C16_EF88.SAFE,train
nw-1542-09-000118,S1B_IW_GRDH_1SDV_20190803T035856_20190803T035921_017416_020C16_EF88.SAFE,train
nw-1543-09-000119,S1B_IW_GRDH_1SDV_20190805T034224_20190805T034249_017445_020CF7_1135.SAFE,train
nw-1544-09-000120,S1B_IW_GRDH_1SDV_20190805T034224_20190805T034249_017445_020CF7_1135.SAFE,train
nw-1546-09-000122,S1A_IW_GRDH_1SDV_20190816T035214_20190816T035239_028589_033BD4_B8FD.SAFE,train
nw-1547-09-000123,S1A_IW_GRDH_1SDV_20190823T034330_20190823T034355_028691_033F57_A0BF.SAFE,train
nw-1548-09-000124,S1A_IW_GRDH_1SDV_20190823T034330_20190823T034355_028691_033F57_A0BF.SAFE,train
nw-1551-09-000127,S1A_IW_GRDH_1SDV_20190823T034330_20190823T034355_028691_033F57_A0BF.SAFE,train
nw-1553-09-000129,S1B_IW_GRDH_1SDV_20190910T034316_20190910T034341_017970_021D4F_D703.SAFE,train
nw-1554-09-000130,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,train
nw-1555-09-000131,S1B_IW_GRDH_1SDV_20191013T155719_20191013T155744_018459_022C6B_D17C.SAFE,train
nw-1556-09-000132,S1B_IW_GRDH_1SDV_20191014T035859_20191014T035924_018466_022CAA_0B81.SAFE,train
nw-1557-09-000133,S1A_IW_GRDH_1SDV_20191014T155000_20191014T155025_029457_0359DE_FB77.SAFE,train
nw-1558-09-000134,S1A_IW_GRDH_1SDV_20191014T155000_20191014T155025_029457_0359DE_FB77.SAFE,train
nw-1559-09-000135,S1A_IW_GRDH_1SDV_20191014T154935_20191014T155000_029457_0359DE_42F0.SAFE,train
nw-1560-09-000136,S1A_IW_GRDH_1SDV_20191015T035126_20191015T035151_029464_035A19_9F94.SAFE,train
nw-1561-09-000137,S1B_IW_GRDH_1SDV_20191016T034252_20191016T034317_018495_022D96_AE2A.SAFE,train
nw-1562-09-000138,S1B_IW_GRDH_1SDV_20191016T034227_20191016T034252_018495_022D96_DFD2.SAFE,train
nw-1564-09-000140,S1B_IW_GRDH_1SDV_20191030T160439_20191030T160504_018707_023425_6ED4.SAFE,train
nw-1565-09-000141,S1A_IW_GRDH_1SDV_20191102T154132_20191102T154157_029734_036369_DF53.SAFE,train
nw-1566-09-000142,S1B_IW_GRDH_1SDV_20191107T035859_20191107T035924_018816_0237A1_83D2.SAFE,train
nw-1568-09-000144,S1B_IW_GRDH_1SDV_20191109T034342_20191109T034407_018845_0238A3_42C2.SAFE,train
nw-1569-09-000145,S1A_IW_GRDH_1SDV_20191113T035936_20191113T040001_029887_0368D2_1D62.SAFE,train
nw-1570-09-000146,S1B_IW_GRDH_1SDV_20191113T154820_20191113T154845_018911_023AAD_38BC.SAFE,train
nw-1571-09-000147,S1B_IW_GRDH_1SDV_20191126T035049_20191126T035114_019093_024085_A0F3.SAFE,train
nw-1572-09-000148,S1B_IW_GRDH_1SDV_20191128T033417_20191128T033442_019122_024166_7868.SAFE,train
nw-1573-09-000149,S1B_IW_GRDH_1SDV_20191213T035858_20191213T035923_019341_024871_4AD6.SAFE,train
nw-1574-09-000150,S1B_IW_GRDH_1SDV_20191213T035858_20191213T035923_019341_024871_4AD6.SAFE,train
nw-1579-09-000155,S1A_IW_GRDH_1SDV_20191221T034420_20191221T034445_030441_037BF3_B34A.SAFE,train
nw-1580-09-000156,S1B_IW_GRDH_1SDV_20191225T035948_20191225T040013_019516_024E03_FD65.SAFE,train
nw-1585-09-000161,S1B_IW_GRDH_1SDV_20191225T035948_20191225T040013_019516_024E03_FD65.SAFE,train
nw-1586-09-000162,S1B_IW_GRDH_1SDV_20191225T035948_20191225T040013_019516_024E03_FD65.SAFE,train
nw-1588-09-000164,S1A_IW_GRDH_1SDV_20191226T035214_20191226T035239_030514_037E7E_8DF3.SAFE,train
nw-1589-09-000165,S1B_IW_GRDH_1SDV_20191226T154040_20191226T154105_019538_024EBC_8CA8.SAFE,train
nw-1591-09-000167,S1B_IW_GRDH_1SDV_20191229T160527_20191229T160552_019582_02501D_988D.SAFE,train
nw-1593-10-000001,S1B_IW_GRDH_1SDV_20190111T035941_20190111T040006_014441_01AE2F_B933.SAFE,train
nw-1594-10-000002,S1B_IW_GRDH_1SDV_20190111T035916_20190111T035941_014441_01AE2F_A0C2.SAFE,train
nw-1595-10-000003,S1B_IW_GRDH_1SDV_20190111T035941_20190111T040006_014441_01AE2F_B933.SAFE,train
nw-1596-10-000004,S1B_IW_GRDH_1SDV_20190111T035941_20190111T040006_014441_01AE2F_B933.SAFE,train
nw-1597-10-000005,S1B_IW_GRDH_1SDV_20190111T035941_20190111T040006_014441_01AE2F_B933.SAFE,train
nw-1599-10-000007,S1A_IW_GRDH_1SDV_20190112T035207_20190112T035232_025439_02D183_4040.SAFE,train
nw-1600-10-000008,S1A_IW_GRDH_1SDV_20190112T035207_20190112T035232_025439_02D183_4040.SAFE,train
nw-1601-10-000009,S1B_IW_GRDH_1SDV_20190112T154033_20190112T154058_014463_01AEE6_B38F.SAFE,train
nw-1602-10-000010,S1A_IW_GRDH_1SDV_20190118T154058_20190118T154123_025534_02D4F3_3A0C.SAFE,train
nw-1603-10-000011,S1A_IW_GRDH_1SDV_20190118T154058_20190118T154123_025534_02D4F3_3A0C.SAFE,train
nw-1604-10-000012,S1B_IW_GRDH_1SDV_20190123T035850_20190123T035915_014616_01B3CB_4179.SAFE,train
nw-1605-10-000013,S1B_IW_GRDH_1SDV_20190123T035850_20190123T035915_014616_01B3CB_4179.SAFE,train
nw-1606-10-000014,S1A_IW_GRDH_1SDV_20190212T034347_20190212T034412_025891_02E1DC_27C4.SAFE,train
nw-1607-10-000015,S1A_IW_GRDH_1SDV_20190212T034347_20190212T034412_025891_02E1DC_27C4.SAFE,train
nw-1608-10-000016,S1A_IW_GRDH_1SDV_20190217T035141_20190217T035206_025964_02E473_41AA.SAFE,train
nw-1609-10-000017,S1B_IW_GRDH_1SDV_20190218T034234_20190218T034259_014995_01C035_8F1B.SAFE,train
nw-1610-10-000018,S1B_IW_GRDH_1SDV_20190218T034234_20190218T034259_014995_01C035_8F1B.SAFE,train
nw-1611-10-000019,S1B_IW_GRDH_1SDV_20190218T034234_20190218T034259_014995_01C035_8F1B.SAFE,train
nw-1612-10-000020,S1B_IW_GRDH_1SDV_20190220T160454_20190220T160519_015032_01C169_7DBC.SAFE,train
nw-1614-10-000022,S1A_IW_GRDH_1SDV_20190221T155727_20190221T155752_026030_02E6CF_E2B0.SAFE,train
nw-1617-10-000025,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,train
nw-1618-10-000026,S1B_IW_GRDH_1SDV_20190223T035105_20190223T035130_015068_01C287_AE93.SAFE,train
nw-1619-10-000027,S1B_IW_GRDH_1SDV_20190223T035105_20190223T035130_015068_01C287_AE93.SAFE,train
nw-1620-10-000028,S1B_IW_GRDH_1SDV_20190223T035105_20190223T035130_015068_01C287_AE93.SAFE,train
nw-1621-10-000029,S1B_IW_GRDH_1SDV_20190223T035130_20190223T035155_015068_01C287_0DC8.SAFE,train
nw-1622-10-000030,S1B_IW_GRDH_1SDV_20190223T035130_20190223T035155_015068_01C287_0DC8.SAFE,train
nw-1623-10-000031,S1B_IW_GRDH_1SDV_20190223T035105_20190223T035130_015068_01C287_AE93.SAFE;S1B_IW_GRDH_1SDV_20190223T035040_20190223T035105_015068_01C287_5EB6.SAFE,train
nw-1629-10-000037,S1A_IW_GRDH_1SDV_20190305T155752_20190305T155817_026205_02ED1B_206C.SAFE,train
nw-1630-10-000038,S1A_IW_GRDH_1SDV_20190306T035951_20190306T040016_026212_02ED51_0951.SAFE,train
nw-1631-10-000039,S1A_IW_GRDH_1SDV_20190306T035951_20190306T040016_026212_02ED51_0951.SAFE,train
nw-1632-10-000040,S1A_IW_GRDH_1SDV_20190306T035926_20190306T035951_026212_02ED51_1D32.SAFE,train
nw-1633-10-000041,S1A_IW_GRDH_1SDV_20190306T035926_20190306T035951_026212_02ED51_1D32.SAFE,train
nw-1634-10-000042,S1A_IW_GRDH_1SDV_20190306T035926_20190306T035951_026212_02ED51_1D32.SAFE,train
nw-1636-10-000044,S1A_IW_GRDH_1SDV_20190306T035951_20190306T040016_026212_02ED51_0951.SAFE,train
nw-1638-10-000046,S1A_IW_GRDH_1SDV_20190401T034322_20190401T034347_026591_02FB4C_1C41.SAFE,train
nw-1640-10-000048,S1B_IW_GRDH_1SDV_20190510T155642_20190510T155711_016184_01E73D_7764.SAFE,train
nw-1641-10-000049,S1B_IW_GRDH_1SDV_20190510T155642_20190510T155711_016184_01E73D_7764.SAFE,train
nw-1642-10-000050,S1B_IW_GRDH_1SDV_20190510T155642_20190510T155711_016184_01E73D_7764.SAFE,train
nw-1643-10-000051,S1A_IW_GRDH_1SDV_20190511T154952_20190511T155017_027182_031070_90C8.SAFE,train
nw-1644-10-000052,S1A_IW_GRDH_1SDV_20190511T154952_20190511T155017_027182_031070_90C8.SAFE,train
nw-1645-10-000053,S1A_IW_GRDH_1SDV_20190518T154059_20190518T154124_027284_03139E_2F70.SAFE,train
nw-1646-10-000054,S1B_IW_GRDH_1SDV_20190522T155643_20190522T155712_016359_01ECA7_4C33.SAFE,train
nw-1647-10-000055,S1A_IW_GRDH_1SDV_20190609T155730_20190609T155755_027605_031D91_51DD.SAFE,train
nw-1648-10-000056,S1A_IW_GRDH_1SDV_20190609T155730_20190609T155755_027605_031D91_51DD.SAFE,train
nw-1649-10-000057,S1B_IW_GRDH_1SDV_20190610T154838_20190610T154903_016636_01F4FD_6C1D.SAFE,train
nw-1652-10-000060,S1B_IW_GRDH_1SDV_20190611T035108_20190611T035133_016643_01F530_8AD0.SAFE,train
nw-1653-10-000061,S1B_IW_GRDH_1SDV_20190611T035108_20190611T035133_016643_01F530_8AD0.SAFE,train
nw-1654-10-000062,S1B_IW_GRDH_1SDV_20190611T035133_20190611T035158_016643_01F530_8193.SAFE;S1B_IW_GRDH_1SDV_20190611T035108_20190611T035133_016643_01F530_8AD0.SAFE,train
nw-1656-10-000064,S1A_IW_GRDH_1SDV_20190612T034325_20190612T034350_027641_031EA9_55D4.SAFE,train
nw-1657-10-000065,S1A_IW_GRDH_1SDV_20190612T034325_20190612T034350_027641_031EA9_55D4.SAFE,train
nw-1658-10-000066,S1A_IW_GRDH_1SDV_20190612T034325_20190612T034350_027641_031EA9_55D4.SAFE,train
nw-1659-10-000067,S1A_IW_GRDH_1SDV_20190612T034300_20190612T034325_027641_031EA9_7D1B.SAFE,train
nw-1660-10-000068,S1A_IW_GRDH_1SDV_20190616T154929_20190616T154954_027707_0320A3_F570.SAFE,train
nw-1661-10-000069,S1A_IW_GRDH_1SDV_20190616T154929_20190616T154954_027707_0320A3_F570.SAFE,train
nw-1662-10-000070,S1A_IW_GRDH_1SDV_20190616T154954_20190616T155019_027707_0320A3_41EC.SAFE;S1A_IW_GRDH_1SDV_20190616T154929_20190616T154954_027707_0320A3_F570.SAFE,train
nw-1664-10-000072,S1A_IW_GRDH_1SDV_20190617T035145_20190617T035210_027714_0320D5_4009.SAFE,train
nw-1665-10-000073,S1A_IW_GRDH_1SDV_20190617T035145_20190617T035210_027714_0320D5_4009.SAFE,train
nw-1666-10-000074,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,train
nw-1668-10-000076,S1B_IW_GRDH_1SDV_20190623T035044_20190623T035109_016818_01FA62_8090.SAFE,train
nw-1669-10-000077,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,train
nw-1670-10-000078,S1A_IW_GRDH_1SDV_20190716T040022_20190716T040047_028137_032D90_2975.SAFE,train
nw-1671-10-000079,S1B_IW_GRDH_1SDV_20190716T154816_20190716T154841_017161_020487_EEF7.SAFE,train
nw-1673-10-000081,S1A_IW_GRDH_1SDV_20190730T034328_20190730T034353_028341_0333D2_4C47.SAFE,train
nw-1674-10-000082,S1B_IW_GRDH_1SDV_20190803T035856_20190803T035921_017416_020C16_EF88.SAFE,train
nw-1675-10-000083,S1A_IW_GRDH_1SDV_20190811T034419_20190811T034444_028516_03394F_C4A3.SAFE;S1A_IW_GRDH_1SDV_20190811T034354_20190811T034419_028516_03394F_EA40.SAFE,train
nw-1677-10-000085,S1A_IW_GRDH_1SDV_20190821T040024_20190821T040049_028662_033E63_3BDB.SAFE,train
nw-1678-10-000086,S1A_IW_GRDH_1SDV_20190821T040024_20190821T040049_028662_033E63_3BDB.SAFE,train
nw-1682-10-000090,S1A_IW_GRDH_1SDV_20190921T035125_20190921T035150_029114_034E08_0160.SAFE,train
nw-1683-10-000091,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,train
nw-1684-10-000092,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,train
nw-1685-10-000093,S1A_IW_GRDH_1SDV_20190926T040026_20190926T040051_029187_035080_F816.SAFE;S1A_IW_GRDH_1SDV_20190926T040001_20190926T040026_029187_035080_FDB2.SAFE,train
nw-1686-10-000094,S1A_IW_GRDH_1SDV_20190926T035936_20190926T040001_029187_035080_891A.SAFE,train
nw-1687-10-000095,S1A_IW_GRDH_1SDV_20190926T035936_20190926T040001_029187_035080_891A.SAFE,train
nw-1688-10-000096,S1B_IW_GRDH_1SDV_20190926T154845_20190926T154910_018211_0224A2_64E7.SAFE,train
nw-1689-10-000097,S1B_IW_GRDH_1SDV_20190927T035049_20190927T035114_018218_0224DC_62D9.SAFE,train
nw-1690-10-000098,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,train
nw-1691-10-000099,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,train
nw-1692-10-000100,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,train
nw-1693-10-000101,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,train
nw-1694-10-000102,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,train
nw-1697-10-000105,S1A_IW_GRDH_1SDV_20190928T034331_20190928T034356_029216_035188_442B.SAFE,train
nw-1698-10-000106,S1A_IW_GRDH_1SDV_20190930T160548_20190930T160613_029253_0352E1_E2DE.SAFE,train
nw-1700-10-000108,S1B_IW_GRDH_1SDV_20191004T034317_20191004T034342_018320_02282B_4A6D.SAFE,train
nw-1701-10-000109,S1B_IW_GRDH_1SDV_20191004T034317_20191004T034342_018320_02282B_4A6D.SAFE,train
nw-1702-10-000110,S1B_IW_GRDH_1SDV_20191004T034317_20191004T034342_018320_02282B_4A6D.SAFE,train
nw-1703-10-000111,S1B_IW_GRDH_1SDV_20191004T034317_20191004T034342_018320_02282B_4A6D.SAFE,train
nw-1704-10-000112,S1B_IW_GRDH_1SDV_20191004T034252_20191004T034317_018320_02282B_B1FB.SAFE,train
nw-1705-10-000113,S1B_IW_GRDH_1SDV_20191004T034252_20191004T034317_018320_02282B_B1FB.SAFE,train
nw-1706-10-000114,S1B_IW_GRDH_1SDV_20191004T034252_20191004T034317_018320_02282B_B1FB.SAFE,train
nw-1707-10-000115,S1B_IW_GRDH_1SDV_20191004T034252_20191004T034317_018320_02282B_B1FB.SAFE,train
nw-1708-10-000116,S1B_IW_GRDH_1SDV_20191004T034252_20191004T034317_018320_02282B_B1FB.SAFE,train
nw-1709-10-000117,S1A_IW_GRDH_1SDV_20191007T155712_20191007T155737_029355_035652_8FCF.SAFE,train
nw-1710-10-000118,S1A_IW_GRDH_1SDV_20191007T155712_20191007T155737_029355_035652_8FCF.SAFE,train
nw-1714-10-000122,S1A_IW_GRDH_1SDV_20191010T034331_20191010T034356_029391_035788_7CA8.SAFE,train
nw-1715-10-000123,S1A_IW_GRDH_1SDV_20191014T154910_20191014T154935_029457_0359DE_77C2.SAFE,train
nw-1716-10-000124,S1A_IW_GRDH_1SDV_20191014T154910_20191014T154935_029457_0359DE_77C2.SAFE,train
nw-1717-10-000125,S1A_IW_GRDH_1SDV_20191014T154910_20191014T154935_029457_0359DE_77C2.SAFE,train
nw-1718-10-000126,S1B_IW_GRDH_1SDV_20191020T154910_20191020T154935_018561_022F8C_14B1.SAFE,train
nw-1719-10-000127,S1B_IW_GRDH_1SDV_20191021T035114_20191021T035139_018568_022FC0_0980.SAFE,train
nw-1720-10-000128,S1A_IW_GRDH_1SDV_20191021T154131_20191021T154156_029559_035D56_1CD1.SAFE;S1A_IW_GRDH_1SDV_20191021T154106_20191021T154131_029559_035D56_48DB.SAFE,train
nw-1721-10-000129,S1A_IW_GRDH_1SDV_20191021T154131_20191021T154156_029559_035D56_1CD1.SAFE;S1A_IW_GRDH_1SDV_20191021T154106_20191021T154131_029559_035D56_48DB.SAFE,train
nw-1722-10-000130,S1A_IW_GRDH_1SDV_20191021T154131_20191021T154156_029559_035D56_1CD1.SAFE,train
nw-1723-10-000131,S1A_IW_GRDH_1SDV_20191026T154845_20191026T154910_029632_035FDD_29A5.SAFE,train
nw-1724-10-000132,S1B_IW_GRDH_1SDV_20191027T154041_20191027T154106_018663_0232BF_0AC1.SAFE,train
nw-1725-10-000133,S1B_IW_GRDH_1SDV_20191028T034252_20191028T034317_018670_0232F7_237B.SAFE;S1B_IW_GRDH_1SDV_20191028T034227_20191028T034252_018670_0232F7_69C9.SAFE,train
nw-1728-10-000136,S1A_IW_GRDH_1SDV_20191102T154132_20191102T154157_029734_036369_DF53.SAFE,train
nw-1729-10-000137,S1B_IW_GRDH_1SDV_20191109T034252_20191109T034317_018845_0238A3_587D.SAFE,train
nw-1732-10-000140,S1A_IW_GRDH_1SDV_20191120T035126_20191120T035151_029989_036C5B_1AC3.SAFE,train
nw-1733-10-000141,S1B_IW_GRDH_1SDV_20191120T154041_20191120T154106_019013_023E0F_D976.SAFE,train
nw-1734-10-000142,S1B_IW_GRDH_1SDV_20191120T154041_20191120T154106_019013_023E0F_D976.SAFE,train
nw-1735-10-000143,S1B_IW_GRDH_1SDV_20191120T154041_20191120T154106_019013_023E0F_D976.SAFE,train
nw-1740-10-000148,S1B_IW_GRDH_1SDV_20191203T034251_20191203T034316_019195_0243D6_EC71.SAFE,train
nw-1742-10-000150,S1B_IW_GRDH_1SDV_20191203T034226_20191203T034251_019195_0243D6_C23B.SAFE,train
nw-1743-10-000151,S1B_IW_GRDH_1SDV_20191203T034226_20191203T034251_019195_0243D6_C23B.SAFE,train
nw-1745-10-000153,S1B_IW_GRDH_1SDV_20191207T154819_20191207T154844_019261_0245D7_02A3.SAFE,train
nw-1746-10-000154,S1B_IW_GRDH_1SDV_20191207T154819_20191207T154844_019261_0245D7_02A3.SAFE,train
nw-1747-10-000155,S1B_IW_GRDH_1SDV_20191207T154819_20191207T154844_019261_0245D7_02A3.SAFE,train
nw-1748-10-000156,S1B_IW_GRDH_1SDV_20191207T154844_20191207T154909_019261_0245D7_E80A.SAFE;S1B_IW_GRDH_1SDV_20191207T154819_20191207T154844_019261_0245D7_02A3.SAFE,train
nw-1749-10-000157,S1A_IW_GRDH_1SDV_20191218T155800_20191218T155825_030405_037AC0_AAC3.SAFE,train
nw-1750-10-000158,S1A_IW_GRDH_1SDV_20191219T035935_20191219T040000_030412_037AF3_6AFD.SAFE,train
nw-1751-10-000159,S1A_IW_GRDH_1SDV_20191219T035935_20191219T040000_030412_037AF3_6AFD.SAFE,train
nw-1752-10-000160,S1A_IW_GRDH_1SDV_20191219T035935_20191219T040000_030412_037AF3_6AFD.SAFE,train
nw-1753-10-000161,S1A_IW_GRDH_1SDV_20191219T035935_20191219T040000_030412_037AF3_6AFD.SAFE,train
nw-1754-10-000162,S1B_IW_GRDH_1SDV_20191219T154908_20191219T154933_019436_024B6B_E2BB.SAFE,train
nw-1755-10-000163,S1B_IW_GRDH_1SDV_20191219T154908_20191219T154933_019436_024B6B_E2BB.SAFE,train
nw-1766-10-000174,S1B_IW_GRDH_1SDV_20191231T154818_20191231T154843_019611_025103_9D8D.SAFE,train
nw-1767-11-000001,S1A_IW_GRDH_1SDV_20190104T155753_20190104T155818_025330_02CD9D_5240.SAFE,train
nw-1768-11-000002,S1A_IW_GRDH_1SDV_20190111T154901_20190111T154926_025432_02D14A_4A63.SAFE,train
nw-1769-11-000003,S1B_IW_GRDH_1SDV_20190112T154033_20190112T154058_014463_01AEE6_B38F.SAFE,train
nw-1771-11-000005,S1A_IW_GRDH_1SDV_20190119T034348_20190119T034413_025541_02D53C_EE42.SAFE,train
nw-1772-11-000006,S1A_IW_GRDH_1SDV_20190119T034348_20190119T034413_025541_02D53C_EE42.SAFE,train
nw-1773-11-000007,S1B_IW_GRDH_1SDV_20190123T035915_20190123T035940_014616_01B3CB_38CE.SAFE,train
nw-1774-11-000008,S1B_IW_GRDH_1SDV_20190123T035940_20190123T040005_014616_01B3CB_32E6.SAFE,train
nw-1775-11-000009,S1B_IW_GRDH_1SDV_20190129T154746_20190129T154811_014711_01B6D1_4094.SAFE,train
nw-1777-11-000011,S1B_IW_GRDH_1SDV_20190220T160519_20190220T160544_015032_01C169_37F7.SAFE,train
nw-1778-11-000012,S1B_IW_GRDH_1SDV_20190220T160454_20190220T160519_015032_01C169_7DBC.SAFE,train
nw-1782-11-000016,S1A_IW_GRDH_1SDV_20190221T155752_20190221T155817_026030_02E6CF_6EBE.SAFE;S1A_IW_GRDH_1SDV_20190221T155727_20190221T155752_026030_02E6CF_E2B0.SAFE,train
nw-1784-11-000018,S1A_IW_GRDH_1SDV_20190222T035926_20190222T035951_026037_02E70F_1C4A.SAFE,train
nw-1785-11-000019,S1A_IW_GRDH_1SDV_20190222T035926_20190222T035951_026037_02E70F_1C4A.SAFE,train
nw-1786-11-000020,S1A_IW_GRDH_1SDV_20190222T035926_20190222T035951_026037_02E70F_1C4A.SAFE,train
nw-1789-11-000023,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,train
nw-1790-11-000024,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,train
nw-1791-11-000025,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,train
nw-1792-11-000026,S1B_IW_GRDH_1SDV_20190222T154810_20190222T154835_015061_01C24C_9BBE.SAFE,train
nw-1793-11-000027,S1B_IW_GRDH_1SDV_20190222T154810_20190222T154835_015061_01C24C_9BBE.SAFE,train
nw-1794-11-000028,S1B_IW_GRDH_1SDV_20190222T154810_20190222T154835_015061_01C24C_9BBE.SAFE,train
nw-1799-11-000033,S1B_IW_GRDH_1SDV_20190304T160429_20190304T160454_015207_01C72A_60D4.SAFE,train
nw-1800-11-000034,S1A_IW_GRDH_1SDV_20190306T035926_20190306T035951_026212_02ED51_1D32.SAFE,train
nw-1801-11-000035,S1B_IW_GRDH_1SDV_20190312T035939_20190312T040004_015316_01CAB5_09EE.SAFE,train
nw-1803-11-000037,S1A_IW_GRDH_1SDV_20190312T154900_20190312T154925_026307_02F0D5_5A39.SAFE,train
nw-1804-11-000038,S1A_IW_GRDH_1SDV_20190312T154900_20190312T154925_026307_02F0D5_5A39.SAFE,train
nw-1806-11-000040,S1B_IW_GRDH_1SDV_20190318T154810_20190318T154835_015411_01CDBD_41F5.SAFE,train
nw-1809-11-000043,S1B_IW_GRDH_1SDV_20190320T153242_20190320T153307_015440_01CEAD_9EE4.SAFE,train
nw-1810-11-000044,S1B_IW_GRDH_1SDV_20190323T155640_20190323T155709_015484_01D01A_DA9D.SAFE,train
nw-1811-11-000045,S1B_IW_GRDH_1SDV_20190323T155640_20190323T155709_015484_01D01A_DA9D.SAFE,train
nw-1812-11-000046,S1B_IW_GRDH_1SDV_20190323T155640_20190323T155709_015484_01D01A_DA9D.SAFE,train
nw-1813-11-000047,S1B_IW_GRDH_1SDV_20190405T035915_20190405T035940_015666_01D628_E73F.SAFE,train
nw-1815-11-000049,S1A_IW_GRDH_1SDV_20190405T154951_20190405T155016_026657_02FDC3_09ED.SAFE,train
nw-1816-11-000050,S1A_IW_GRDH_1SDV_20190405T154836_20190405T154901_026657_02FDC3_95CA.SAFE,train
nw-1817-11-000051,S1A_IW_GRDH_1SDV_20190405T154951_20190405T155016_026657_02FDC3_09ED.SAFE,train
nw-1818-11-000052,S1A_IW_GRDH_1SDV_20190406T035142_20190406T035207_026664_02FE02_BB0A.SAFE,train
nw-1819-11-000053,S1A_IW_GRDH_1SDV_20190406T035142_20190406T035207_026664_02FE02_BB0A.SAFE,train
